Unix Timestamp,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Month,Day of the Week,Hour of the Day,Offloading Decision
1663361679,710,1,1,1,1,1,237,234,1869,17.165342301393935,September,Friday,20,Remote
1663393226,711,1,0,0,1,0,234,233,1986,43.714837379346164,September,Saturday,5,Remote
1663424772,712,1,0,1,0,1,233,229,1734,71.5607604077708,September,Saturday,14,Remote
1663456319,713,1,1,0,0,0,220,211,1998,68.19261067901613,September,Saturday,23,Remote
1663487865,714,1,1,1,1,1,235,234,1714,63.96623037598582,September,Sunday,7,Remote
1663519412,715,1,0,0,1,1,224,222,1558,14.275118480528128,September,Sunday,16,Remote
1663550958,716,0,0,1,1,0,228,226,1930,75.19242933373098,September,Monday,1,Remote
1663582505,717,1,0,1,0,0,235,234,1732,79.08027696043408,September,Monday,10,Local
1663614051,718,0,0,1,1,1,223,222,1667,36.87463613760154,September,Monday,19,Remote
1663645598,719,0,0,1,1,0,236,228,1516,81.35332023865897,September,Tuesday,3,Local
1663677144,720,1,0,1,1,0,224,223,1977,79.38796054798807,September,Tuesday,12,Remote
1663708691,721,1,1,1,1,1,238,235,1522,34.760910048914404,September,Tuesday,21,Local
1663740237,722,1,1,1,0,1,233,228,1511,64.23807482681923,September,Wednesday,6,Remote
1663771784,723,1,0,1,1,1,236,231,1974,54.22982893375025,September,Wednesday,14,Local
1663803330,724,1,1,1,1,1,229,226,1771,38.46772401748387,September,Wednesday,23,Local
1663834877,725,1,1,0,0,0,223,217,1550,90.89988115089615,September,Thursday,8,Remote
1663866423,726,1,0,0,1,0,220,211,1975,99.19601045281756,September,Thursday,17,Remote
1663897970,727,0,0,1,0,0,221,213,1620,72.62738695621346,September,Friday,1,Local
1663929516,728,1,1,0,0,1,227,218,1640,73.08380787370496,September,Friday,10,Local
1663961063,729,1,0,1,0,0,236,235,1570,58.56301576847613,September,Friday,19,Remote
1663992609,730,1,0,1,0,0,221,219,1570,89.45267097827055,September,Saturday,4,Remote
1664024156,731,0,0,0,1,0,236,232,1902,30.32094579255739,September,Saturday,12,Remote
1664055702,732,0,1,0,0,0,221,220,1663,41.59058427286191,September,Saturday,21,Local
1664087249,733,0,1,1,1,1,233,226,1849,49.651356655464014,September,Sunday,6,Remote
1664118795,734,0,0,1,1,1,233,228,1975,24.213835616370794,September,Sunday,15,Local
1664150342,735,1,1,0,0,1,227,222,1989,93.87614032880039,September,Sunday,23,Remote
1664181888,736,1,1,0,1,1,225,224,1985,28.266196414789132,September,Monday,8,Local
1664213435,737,1,0,0,1,0,221,220,1829,98.00413099033526,September,Monday,17,Local
1664244981,738,1,1,1,0,0,238,229,1825,27.698464638361962,September,Tuesday,2,Remote
1664276528,739,0,1,1,0,0,230,226,1994,84.0081258691992,September,Tuesday,11,Local
1664308074,740,0,1,0,1,0,237,233,1513,54.25099150630025,September,Tuesday,19,Remote
1664339621,741,0,0,0,0,1,223,218,1981,97.2126525714208,September,Wednesday,4,Local
1664371167,742,1,1,0,0,1,233,229,1958,99.8378785611,September,Wednesday,13,Remote
1664402714,743,0,0,0,1,0,234,232,1635,37.32898400888129,September,Wednesday,22,Local
1664434261,744,1,0,1,1,1,229,226,1701,21.55517894231085,September,Thursday,6,Remote
1664465807,745,1,0,1,0,1,227,219,1586,50.46830856374273,September,Thursday,15,Local
1664497354,746,0,1,1,1,0,229,228,1782,16.2826644194661,September,Friday,0,Local
1664528900,747,1,1,1,0,1,235,230,1852,45.380173582405774,September,Friday,9,Remote
1664560447,748,0,0,1,1,0,233,230,1612,64.90478116868803,September,Friday,17,Remote
1664591993,749,0,0,1,1,1,227,219,1780,56.07146175601149,October,Saturday,2,Local
1664623540,750,1,0,0,1,1,225,220,1546,27.939838317435616,October,Saturday,11,Remote
1664655086,751,0,0,1,0,1,228,221,1734,41.764875500937016,October,Saturday,20,Remote
1664686633,752,0,0,1,1,1,238,230,1795,71.2675233826505,October,Sunday,4,Remote
1664718179,753,0,1,1,1,1,232,232,1908,77.48264580819203,October,Sunday,13,Remote
1664749726,754,1,0,0,1,0,237,233,1505,67.28570888601084,October,Sunday,22,Local
1664781272,755,1,1,1,0,0,235,235,1757,30.643181099625032,October,Monday,7,Remote
1664812819,756,0,0,1,1,0,237,229,1899,56.64405211105455,October,Monday,16,Remote
1664844365,757,1,1,1,1,0,237,229,1575,31.390317908078664,October,Tuesday,0,Remote
1664875912,758,1,0,1,0,1,233,227,1794,16.87519863059395,October,Tuesday,9,Remote
1664907458,759,0,1,0,1,1,224,220,1945,34.34873006542793,October,Tuesday,18,Local
1664939005,760,1,0,1,0,1,225,217,1736,40.95363599307848,October,Wednesday,3,Local
1664970551,761,1,1,0,0,1,238,238,1527,86.00280540142616,October,Wednesday,11,Remote
1665002098,762,0,1,1,0,1,221,215,1551,28.435317620818406,October,Wednesday,20,Remote
1665033644,763,1,1,1,0,0,222,219,1518,94.77069965344461,October,Thursday,5,Local
1665065191,764,0,1,0,1,1,236,234,1577,31.375959298285572,October,Thursday,14,Remote
1665096737,765,0,1,1,1,0,225,220,1641,93.90301189222133,October,Thursday,22,Local
1665128284,766,0,1,1,0,0,220,214,1510,98.89042310346817,October,Friday,7,Local
1665159830,767,1,1,1,0,1,221,217,1913,59.7019237113754,October,Friday,16,Remote
1665191377,768,0,1,1,1,1,220,214,1937,46.524887344540254,October,Saturday,1,Local
1665222923,769,1,0,0,1,0,239,231,1708,38.321083637748984,October,Saturday,9,Remote
1665254470,770,1,0,0,0,1,233,231,1696,96.85476628880765,October,Saturday,18,Remote
1665286016,771,1,1,0,0,0,233,230,1786,83.97474678819026,October,Sunday,3,Local
1665317563,772,1,0,0,0,1,227,219,1809,38.113831683942315,October,Sunday,12,Remote
1665349109,773,0,0,1,1,1,233,226,1514,44.92704204408034,October,Sunday,20,Local
1665380656,774,0,0,0,1,0,232,232,1910,84.53678903432899,October,Monday,5,Remote
1665412203,775,1,1,1,0,0,227,224,1612,70.69208678503693,October,Monday,14,Local
1665443749,776,1,1,0,1,0,231,229,1813,10.217934223559425,October,Monday,23,Remote
1665475296,777,1,0,1,0,1,222,222,1830,49.22851615966958,October,Tuesday,8,Remote
1665506842,778,1,1,1,1,0,239,238,1913,69.67787176758168,October,Tuesday,16,Remote
1665538389,779,0,1,1,0,1,233,224,1531,48.74157206127172,October,Wednesday,1,Local
1665569935,780,0,0,0,1,0,222,215,1806,30.166506835692843,October,Wednesday,10,Local
1665601482,781,1,1,1,1,1,226,219,1797,93.1615727378274,October,Wednesday,19,Local
1665633028,782,0,0,1,0,1,238,235,1867,66.25303334919101,October,Thursday,3,Remote
1665664575,783,1,1,1,1,0,221,221,1951,64.0379914510951,October,Thursday,12,Remote
1665696121,784,1,0,1,0,1,222,222,1520,37.550986053746044,October,Thursday,21,Remote
1665727668,785,0,1,0,0,1,229,220,1853,13.935900218312684,October,Friday,6,Local
1665759214,786,1,1,0,1,1,226,220,1966,39.228084688757065,October,Friday,14,Local
1665790761,787,0,1,1,0,1,228,223,1590,46.40867247941409,October,Friday,23,Remote
1665822307,788,0,0,1,0,1,229,226,1988,13.527541620547197,October,Saturday,8,Local
1665853854,789,0,0,1,1,0,227,227,1988,99.56803333161487,October,Saturday,17,Remote
1665885400,790,0,1,0,0,1,239,237,1562,68.90289387247628,October,Sunday,1,Remote
1665916947,791,0,0,0,0,1,239,232,1930,41.54664245353536,October,Sunday,10,Local
1665948493,792,1,0,0,0,0,230,230,1766,10.449127618967518,October,Sunday,19,Remote
1665980040,793,0,1,1,1,1,221,212,1902,18.49328195560243,October,Monday,4,Remote
1666011586,794,1,0,0,1,1,225,225,1619,76.33222087399864,October,Monday,12,Local
1666043133,795,0,1,1,0,1,223,214,1953,73.9916168231237,October,Monday,21,Local
1666074679,796,1,1,1,0,0,239,231,1532,12.430259418968639,October,Tuesday,6,Local
1666106226,797,1,0,1,1,0,238,230,1661,54.32297666191764,October,Tuesday,15,Local
1666137772,798,0,0,1,0,0,225,217,1849,88.83813106890837,October,Wednesday,0,Local
1666169319,799,1,0,0,0,1,229,227,1997,33.88641715831773,October,Wednesday,8,Local
1666200865,800,0,0,0,0,1,231,224,1952,54.46501827351758,October,Wednesday,17,Remote
1666232412,801,0,1,0,0,1,231,230,1972,65.14868132687293,October,Thursday,2,Remote
1666263958,802,0,1,1,0,1,228,221,1943,91.08276048843908,October,Thursday,11,Remote
1666295505,803,1,0,1,0,1,239,234,1680,27.320328392855046,October,Thursday,19,Local
1666327051,804,1,0,0,1,1,229,223,1668,96.70571354120577,October,Friday,4,Remote
1666358598,805,0,1,1,1,0,234,232,1749,16.632405769820146,October,Friday,13,Local
1666390144,806,0,0,0,1,1,239,235,1800,26.975592517365687,October,Friday,22,Remote
1666421691,807,0,1,0,1,1,227,219,1516,93.68573812810934,October,Saturday,6,Local
1666453238,808,0,1,1,1,0,229,220,1828,27.960476157531637,October,Saturday,15,Local
1666484784,809,1,0,1,1,0,229,227,1715,74.63628187727302,October,Sunday,0,Remote
1666516331,810,0,1,0,1,0,224,221,1996,41.51321067684617,October,Sunday,9,Remote
1666547877,811,0,0,1,1,1,237,231,1827,92.76614590702941,October,Sunday,17,Remote
1666579424,812,0,1,0,1,0,235,230,1672,92.45343126385323,October,Monday,2,Local
1666610970,813,0,1,0,1,1,229,226,1581,39.29106888469906,October,Monday,11,Local
1666642517,814,0,1,0,1,1,220,216,1547,87.75554570715991,October,Monday,20,Local
1666674063,815,1,0,1,1,1,224,220,1700,74.27505367855835,October,Tuesday,5,Remote
1666705610,816,0,0,1,0,0,226,217,1622,54.05524639404227,October,Tuesday,13,Remote
1666737156,817,0,1,1,0,0,237,234,1592,75.10440362654154,October,Tuesday,22,Local
1666768703,818,0,1,0,1,0,220,214,1690,19.078733567385676,October,Wednesday,7,Remote
1666800249,819,0,1,1,0,1,237,229,1929,14.24938465510255,October,Wednesday,16,Remote
1666831796,820,1,0,0,1,1,235,232,1677,95.62384907540527,October,Thursday,0,Local
1666863342,821,0,0,0,0,1,233,228,1854,91.39186903699029,October,Thursday,9,Remote
1666894889,822,0,0,1,0,0,232,225,1510,56.17465798653928,October,Thursday,18,Local
1666926435,823,0,0,0,1,0,220,217,1924,88.18843825774726,October,Friday,3,Local
1666957982,824,0,1,1,0,1,238,235,1808,85.83775806137068,October,Friday,11,Local
1666989528,825,1,1,1,1,1,222,217,1593,18.518370216456,October,Friday,20,Local
1667021075,826,1,1,0,0,0,227,218,1880,68.6549077399119,October,Saturday,5,Remote
1667052621,827,0,1,0,0,1,233,227,1635,76.074415222057,October,Saturday,14,Remote
1667084168,828,0,0,0,1,0,223,222,1698,29.90373203030103,October,Saturday,22,Remote
1667115714,829,0,0,1,1,1,222,221,1992,69.20553166590707,October,Sunday,7,Remote
1667147261,830,1,1,0,0,0,238,233,1644,65.85479707101226,October,Sunday,16,Local
1667178807,831,1,1,1,0,1,224,222,1574,14.276002687816494,October,Monday,1,Local
1667210354,832,0,0,0,1,1,225,222,1982,73.47752608046959,October,Monday,9,Remote
1667241900,833,1,1,1,1,0,226,219,1618,47.7997669440094,October,Monday,18,Remote
1667273447,834,1,0,1,1,0,238,235,1524,19.247853608322124,November,Tuesday,3,Local
1667304993,835,0,1,1,1,0,223,216,1580,40.41412593762573,November,Tuesday,12,Local
1667336540,836,0,0,0,0,1,235,229,1901,33.491551348683515,November,Tuesday,21,Remote
1667368086,837,0,0,1,1,1,230,228,1821,44.670237581600595,November,Wednesday,5,Local
1667399633,838,0,1,1,0,1,221,220,1524,90.36347916238323,November,Wednesday,14,Remote
1667431179,839,1,1,1,1,1,224,223,1877,25.868865464549252,November,Wednesday,23,Local
1667462726,840,1,1,1,1,0,221,219,1810,23.404726219579693,November,Thursday,8,Remote
1667494273,841,1,0,0,0,1,234,232,1899,59.31118119665275,November,Thursday,16,Local
1667525819,842,0,1,1,0,0,222,213,1532,29.651456533111105,November,Friday,1,Local
1667557366,843,0,0,0,0,1,236,228,1500,79.16728921950074,November,Friday,10,Remote
1667588912,844,0,0,1,0,0,239,234,1976,15.787968670714523,November,Friday,19,Local
1667620459,845,0,1,0,1,0,227,221,1896,71.60945113855774,November,Saturday,3,Remote
1667652005,846,1,1,1,1,0,221,212,1712,82.26096841743656,November,Saturday,12,Local
1667683552,847,0,1,0,1,0,227,220,1510,44.85921142792487,November,Saturday,21,Local
1667715098,848,1,0,0,0,0,235,231,1968,19.805288325503728,November,Sunday,6,Local
1667746645,849,1,0,1,1,0,236,235,1972,56.843809306845024,November,Sunday,14,Remote
1667778191,850,0,0,0,1,0,237,237,1867,62.0195027590165,November,Sunday,23,Local
1667809738,851,1,0,0,0,0,225,216,1559,34.67795382737641,November,Monday,8,Remote
1667841284,852,1,1,0,0,0,221,217,1630,42.71063088237633,November,Monday,17,Remote
1667872831,853,1,0,0,0,0,232,224,1800,28.30605090095803,November,Tuesday,2,Remote
1667904377,854,1,0,1,0,0,224,215,1776,42.26791107802935,November,Tuesday,10,Remote
1667935924,855,0,1,0,1,0,227,222,1867,90.22631893255155,November,Tuesday,19,Local
1667967470,856,1,0,1,1,0,232,224,1901,90.62588828192668,November,Wednesday,4,Local
1667999017,857,1,0,0,0,0,233,225,1808,53.94249745926892,November,Wednesday,13,Local
1668030563,858,0,1,0,0,0,235,231,1838,52.55373337597765,November,Wednesday,21,Remote
1668062110,859,1,0,1,1,0,227,227,1919,45.11551747138398,November,Thursday,6,Remote
1668093656,860,1,1,1,0,1,224,216,1678,88.14099113102152,November,Thursday,15,Remote
1668125203,861,0,0,0,0,1,236,230,1607,13.240763679604557,November,Friday,0,Remote
1668156749,862,1,1,1,0,1,233,224,1774,50.995291311886625,November,Friday,8,Local
1668188296,863,1,1,1,0,1,236,233,1626,46.68924518351665,November,Friday,17,Local
1668219842,864,0,1,1,0,1,224,219,1526,93.0882825479497,November,Saturday,2,Remote
1668251389,865,1,0,0,1,1,228,228,1689,98.90397572450725,November,Saturday,11,Local
1668282935,866,0,0,1,0,1,228,227,1724,95.08383687255909,November,Saturday,19,Local
1668314482,867,0,0,0,1,1,227,219,1552,45.02869710733543,November,Sunday,4,Local
1668346028,868,1,1,0,0,1,220,217,1694,68.61425139731361,November,Sunday,13,Remote
1668377575,869,1,0,0,1,1,233,224,1821,93.11501813105912,November,Sunday,22,Local
1668409121,870,1,1,0,0,1,232,223,1556,42.62437597930216,November,Monday,6,Remote
1668440668,871,1,0,0,1,1,226,217,1780,30.63967489792988,November,Monday,15,Remote
1668472215,872,1,1,1,0,0,221,215,1822,94.00681315622111,November,Tuesday,0,Remote
1668503761,873,0,1,0,1,0,227,224,1919,54.56532478168016,November,Tuesday,9,Local
1668535308,874,1,0,1,0,0,232,226,1551,40.526107989343245,November,Tuesday,18,Remote
1668566854,875,0,1,1,1,0,227,222,1691,36.18008355252934,November,Wednesday,2,Local
1668598401,876,0,0,1,1,0,221,218,1876,62.85037334719799,November,Wednesday,11,Remote
1668629947,877,1,0,1,1,1,233,224,1759,44.22886714840706,November,Wednesday,20,Local
1668661494,878,0,0,0,1,1,225,217,1765,18.049680375650002,November,Thursday,5,Remote
1668693040,879,1,1,0,0,1,233,232,1908,76.39908837672847,November,Thursday,13,Local
1668724587,880,0,0,1,0,0,232,226,1608,75.51367964180821,November,Thursday,22,Local
1668756133,881,1,0,0,1,1,231,228,1741,77.70163237451197,November,Friday,7,Remote
1668787680,882,0,1,0,1,1,233,225,1915,27.27411049629228,November,Friday,16,Local
1668819226,883,0,1,1,1,1,239,231,1958,24.476882055820084,November,Saturday,0,Remote
1668850773,884,1,1,1,1,1,224,215,1836,62.47621109197987,November,Saturday,9,Local
1668882319,885,0,0,0,0,1,233,225,1982,51.08244685702991,November,Saturday,18,Local
1668913866,886,1,0,1,0,0,228,224,1885,20.694933855556528,November,Sunday,3,Remote
1668945412,887,1,1,1,1,1,220,211,1567,75.98340753726421,November,Sunday,11,Local
1668976959,888,1,1,0,0,0,222,220,1583,59.45260306020463,November,Sunday,20,Remote
1669008505,889,1,1,1,0,1,232,227,1649,32.32365166020979,November,Monday,5,Remote
1669040052,890,0,1,0,0,0,229,220,1509,16.852700964740087,November,Monday,14,Remote
1669071598,891,0,1,0,0,1,232,226,1857,93.337552584034,November,Monday,22,Remote
1669103145,892,1,1,1,1,0,237,235,1687,10.688785785905514,November,Tuesday,7,Remote
1669134691,893,1,0,0,0,0,234,226,1987,49.9163096697768,November,Tuesday,16,Remote
1669166238,894,0,0,0,1,0,233,230,1543,78.3592204809047,November,Wednesday,1,Local
1669197784,895,1,0,0,1,1,233,232,1945,53.43680145734816,November,Wednesday,10,Remote
1669229331,896,1,1,0,1,1,228,221,1578,41.60843797940368,November,Wednesday,18,Remote
1669260877,897,1,0,0,0,0,222,215,1778,66.84493407786141,November,Thursday,3,Local
1669292424,898,0,0,0,1,0,228,222,1533,97.3766500152398,November,Thursday,12,Remote
1669323970,899,1,1,1,0,0,231,227,1703,64.18798988580208,November,Thursday,21,Local
1669355517,900,0,0,0,0,0,230,230,1615,11.97941103425142,November,Friday,5,Local
1669387063,901,1,0,1,1,1,231,230,1864,28.316317547881976,November,Friday,14,Remote
1669418610,902,0,1,1,0,1,239,234,1974,53.613513410178584,November,Friday,23,Local
1669450156,903,0,0,1,0,1,234,230,1543,51.484725654402325,November,Saturday,8,Remote
1669481703,904,0,1,0,1,1,223,222,1734,43.05385962886019,November,Saturday,16,Remote
1669513250,905,0,0,0,0,0,239,234,1543,68.83328102961202,November,Sunday,1,Local
1669544796,906,0,1,1,0,1,237,229,1569,30.188349902662107,November,Sunday,10,Local
1669576343,907,1,1,1,1,1,229,222,1967,97.48259040039473,November,Sunday,19,Local
1669607889,908,0,1,0,0,0,225,225,1688,63.14221447973158,November,Monday,3,Local
1669639436,909,1,0,1,1,0,237,231,1918,11.530356640100862,November,Monday,12,Remote
1669670982,910,0,1,0,1,1,233,228,1773,78.10452388282728,November,Monday,21,Remote
1669702529,911,0,1,1,0,1,227,219,1835,60.96088547106426,November,Tuesday,6,Remote
1669734075,912,1,0,1,1,1,220,219,1571,68.03209040242497,November,Tuesday,15,Local
1669765622,913,0,1,0,1,1,232,224,1614,16.29451579488751,November,Tuesday,23,Local
1669797168,914,0,0,0,0,1,230,223,1947,79.43389051114964,November,Wednesday,8,Local
1669828715,915,1,1,0,0,0,230,221,1937,13.857883813774105,November,Wednesday,17,Remote
1669860261,916,1,0,0,1,1,237,233,1912,44.015451587992196,December,Thursday,2,Remote
1669891808,917,0,1,1,0,0,233,228,1596,69.90894809843087,December,Thursday,10,Remote
1669923354,918,1,0,1,1,0,233,230,1826,53.078687207651704,December,Thursday,19,Remote
1669954901,919,0,1,1,1,1,226,222,1582,55.3151564370064,December,Friday,4,Remote
1669986447,920,0,0,0,0,1,227,220,1558,84.99011129375425,December,Friday,13,Local
1670017994,921,1,0,1,1,1,229,220,1568,18.975222798449764,December,Friday,21,Local
1670049540,922,1,1,1,0,0,230,221,1795,90.61289989428923,December,Saturday,6,Remote
1670081087,923,1,1,0,0,0,234,228,1921,19.692060334408993,December,Saturday,15,Local
1670112633,924,0,0,0,0,1,225,220,1773,37.224199518464346,December,Sunday,0,Local
1670144180,925,1,1,1,0,0,232,225,1538,28.872621334430658,December,Sunday,8,Remote
1670175726,926,1,1,0,0,0,238,237,1575,96.5412765377542,December,Sunday,17,Local
1670207273,927,1,1,1,0,0,226,221,1955,21.1048901241391,December,Monday,2,Local
1670238819,928,1,0,0,0,0,237,230,1515,92.35078088485028,December,Monday,11,Remote
1670270366,929,0,1,1,0,1,229,222,1906,82.0201357976522,December,Monday,19,Local
1670301912,930,0,1,1,0,1,220,217,1850,95.86432989717802,December,Tuesday,4,Remote
1670333459,931,0,1,0,1,1,233,227,1739,67.5361441326892,December,Tuesday,13,Remote
1670365005,932,1,0,0,0,1,225,218,1617,75.2511221088704,December,Tuesday,22,Remote
1670396552,933,1,1,0,0,1,234,229,1989,28.91160181058983,December,Wednesday,7,Remote
1670428098,934,1,1,0,1,0,227,222,1970,66.27712283095514,December,Wednesday,15,Remote
1670459645,935,0,1,1,0,0,221,220,1980,89.04867365090321,December,Thursday,0,Local
1670491191,936,0,0,1,0,1,234,228,1912,70.7701213553035,December,Thursday,9,Remote
1670522738,937,1,1,1,1,0,229,224,1982,71.45786007316588,December,Thursday,18,Remote
1670554285,938,1,1,1,1,0,230,228,1620,31.593292635421257,December,Friday,2,Remote
1670585831,939,0,0,0,1,1,225,216,1810,59.39691637418254,December,Friday,11,Local
1670617378,940,0,1,0,0,1,222,222,1968,81.58974531266733,December,Friday,20,Local
1670648924,941,0,0,1,1,1,235,229,1600,64.05198599630369,December,Saturday,5,Remote
1670680471,942,1,1,0,0,1,225,222,1773,72.56453835508766,December,Saturday,13,Remote
1670712017,943,0,0,1,1,0,231,223,1541,72.76574302009652,December,Saturday,22,Local
1670743564,944,0,1,0,1,1,223,215,1839,42.49427985678556,December,Sunday,7,Local
1670775110,945,1,0,1,0,0,230,226,1746,27.199837242601394,December,Sunday,16,Remote
1670806657,946,0,1,1,0,1,232,226,1561,23.068962212681992,December,Monday,0,Local
1670838203,947,1,1,1,0,0,221,214,1920,74.34074503085891,December,Monday,9,Local
1670869750,948,1,1,0,0,1,222,216,1599,93.53630971808659,December,Monday,18,Remote
1670901296,949,0,0,1,1,0,238,237,1840,27.6010497010572,December,Tuesday,3,Remote
1670932843,950,0,0,1,1,0,224,223,1910,28.19137720481704,December,Tuesday,12,Local
1670964389,951,0,1,0,1,0,234,232,1778,75.0188551846928,December,Tuesday,20,Local
1670995936,952,1,0,0,1,1,232,232,1600,83.38700767155176,December,Wednesday,5,Local
1671027482,953,1,1,1,0,1,237,237,1648,69.78747251211297,December,Wednesday,14,Remote
1671059029,954,0,1,0,0,0,236,230,1994,57.20416653617571,December,Wednesday,23,Remote
1671090575,955,0,1,0,1,0,227,218,1679,88.11134783448826,December,Thursday,7,Remote
1671122122,956,0,0,0,0,1,224,224,1651,26.628829947989583,December,Thursday,16,Remote
1671153668,957,1,1,1,0,1,220,217,1672,62.10194869834719,December,Friday,1,Local
1671185215,958,0,0,0,0,1,238,230,1622,26.63771095986242,December,Friday,10,Local
1671216761,959,0,1,0,0,0,235,235,1511,51.88153543665078,December,Friday,18,Remote
1671248308,960,1,1,1,0,0,227,227,1784,82.6314776929729,December,Saturday,3,Local
1671279854,961,0,1,0,1,0,226,223,1585,49.42393076246874,December,Saturday,12,Remote
1671311401,962,1,0,1,1,0,238,234,1679,56.1133301675461,December,Saturday,21,Local
1671342947,963,0,0,0,0,1,237,228,1997,67.43988978951484,December,Sunday,5,Local
1671374494,964,0,1,0,1,1,239,239,1936,51.698096624771864,December,Sunday,14,Local
1671406040,965,0,0,1,1,1,221,215,1646,17.116910576151636,December,Sunday,23,Local
1671437587,966,0,1,0,0,0,235,233,1613,73.52899262045347,December,Monday,8,Local
1671469133,967,0,1,1,0,1,230,226,1840,38.35975613364904,December,Monday,16,Local
1671500680,968,0,1,0,1,1,220,219,1597,42.725270411007486,December,Tuesday,1,Remote
1671532227,969,0,0,0,1,0,237,231,1704,58.27543904105077,December,Tuesday,10,Remote
1671563773,970,0,1,1,0,1,223,221,1708,18.18190481281632,December,Tuesday,19,Local
1671595320,971,1,1,1,0,1,236,231,1931,47.977651719242964,December,Wednesday,4,Remote
1671626866,972,0,1,1,0,1,229,223,1778,48.91096860190245,December,Wednesday,12,Remote
1671658413,973,0,0,1,1,0,227,221,1510,80.76174435877735,December,Wednesday,21,Local
1671689959,974,0,0,0,0,1,237,228,1965,75.6205462458612,December,Thursday,6,Remote
1671721506,975,1,0,1,1,1,232,226,1926,66.75841895140549,December,Thursday,15,Local
1671753052,976,0,1,0,1,1,228,228,1909,87.81821998648175,December,Thursday,23,Local
1671784599,977,0,1,1,1,1,230,228,1713,26.6093544214806,December,Friday,8,Remote
1671816145,978,0,1,0,1,1,233,228,1571,34.376561625787,December,Friday,17,Local
1671847692,979,0,0,1,1,1,220,220,1968,65.07145449005003,December,Saturday,2,Remote
1671879238,980,1,0,1,1,0,228,220,1943,71.80974638419417,December,Saturday,10,Local
1671910785,981,1,0,0,0,0,226,218,1717,80.68801861374766,December,Saturday,19,Local
1671942331,982,0,1,1,0,0,231,224,1633,77.24849493258733,December,Sunday,4,Local
1671973878,983,1,1,1,1,0,225,221,1557,13.626193691435404,December,Sunday,13,Local
1672005424,984,1,1,0,0,0,226,221,1504,54.9346648052436,December,Sunday,21,Local
1672036971,985,1,1,0,1,0,233,224,1780,38.13506234100255,December,Monday,6,Remote
1672068517,986,0,0,1,0,0,227,219,1662,80.42849884036701,December,Monday,15,Local
1672100064,987,0,0,1,1,0,231,231,1848,76.0507887870445,December,Tuesday,0,Remote
1672131610,988,1,0,1,0,1,235,232,1505,80.126893209027,December,Tuesday,9,Remote
1672163157,989,0,0,1,1,1,237,232,1862,33.86263402426698,December,Tuesday,17,Remote
1672194703,990,1,1,0,0,0,231,225,1880,69.67859998951997,December,Wednesday,2,Remote
1672226250,991,0,0,1,0,1,220,219,1959,57.702088050031314,December,Wednesday,11,Remote
1672257796,992,1,1,0,0,0,232,226,1727,33.66894740389826,December,Wednesday,20,Remote
1672289343,993,1,1,1,1,0,228,221,1925,88.85209805634793,December,Thursday,4,Remote
1672320889,994,1,0,1,0,1,233,226,1764,31.87330291884199,December,Thursday,13,Local
1672352436,995,1,0,1,1,1,236,231,1698,64.91916218937934,December,Thursday,22,Local
1672383982,996,1,0,0,1,1,237,231,1850,40.67969564776632,December,Friday,7,Local
1672415529,997,0,1,0,1,0,221,221,1565,37.87569520497469,December,Friday,15,Local
1672447075,998,0,1,0,0,0,233,228,1848,47.115638855635275,December,Saturday,0,Remote
1672478622,999,1,1,1,0,0,232,224,1535,82.5885233881012,December,Saturday,9,Local
1672510168,1000,0,1,0,0,0,238,238,1910,27.725066284828987,December,Saturday,18,Remote
1672541715,1001,0,0,0,0,0,221,220,1645,19.183976407116667,January,Sunday,2,Local
1672573262,1002,0,0,1,0,1,238,232,1877,45.67473400865692,January,Sunday,11,Local
1672604808,1003,1,1,0,1,0,234,228,1704,65.58723907618857,January,Sunday,20,Remote
1672636355,1004,1,1,0,0,1,233,229,1919,50.51853944073994,January,Monday,5,Local
1672667901,1005,0,0,1,1,1,230,229,1964,13.114093295559234,January,Monday,13,Remote
1672699448,1006,1,0,1,0,1,226,225,1678,27.608146964702854,January,Monday,22,Local
1672730994,1007,0,0,0,1,1,229,229,1703,28.845272349304505,January,Tuesday,7,Remote
1672762541,1008,1,1,0,0,1,239,230,1673,17.759210925093484,January,Tuesday,16,Remote
1672794087,1009,0,1,0,0,0,228,219,1745,97.57207768020014,January,Wednesday,1,Remote
1672825634,1010,0,1,0,1,0,229,225,1841,54.759913729841756,January,Wednesday,9,Local
1672857180,1011,0,1,1,1,0,225,224,1502,67.89853894791779,January,Wednesday,18,Remote
1672888727,1012,0,1,0,0,0,232,228,1932,61.91092870399675,January,Thursday,3,Remote
1672920273,1013,0,0,1,0,0,238,235,1608,25.149289735875797,January,Thursday,12,Remote
1672951820,1014,0,1,0,1,0,239,238,1694,69.80054724231915,January,Thursday,20,Remote
1672983366,1015,0,0,1,1,0,223,219,1694,83.5595374070942,January,Friday,5,Remote
1673014913,1016,0,0,0,0,1,227,226,1968,78.99620136119492,January,Friday,14,Remote
1673046459,1017,0,0,1,0,0,234,227,1950,97.96413935388713,January,Friday,23,Remote
1673078006,1018,1,0,1,0,0,225,220,1602,39.45809389361123,January,Saturday,7,Remote
1673109552,1019,1,0,0,1,1,236,232,1818,14.355980447632694,January,Saturday,16,Remote
1673141099,1020,0,1,1,0,0,239,239,1976,18.156594448681005,January,Sunday,1,Remote
